Date,Rating,Review Title,Review Text
"2026-07-10T07:10:20.384Z",1,"Play Store Review","ek no. de thug ne , mai ek mutual fund 2 saal tak rakheya , jido oh negtive mai hor rupee add karda gya , jido 2 din to Positive ch aaya, mai mutual sell (redeam) karta , mai 8/07/2026 nu sell kita per doje din 9/07/2026 nu oh mutual fund pher niche chala gya , par ehna ne mere account ch negtive turn dekhaya ,but jido mai order kita c result positive c , fund name UTI nifty 50 index fund (No exit load) , jido care ch gall kiti side muhh gall ni karde hun SEBI nu report kiti par koi hall nahi"
"2026-07-10T07:10:15.399Z",5,"Play Store Review","nice"
"2026-07-10T07:09:35.846Z",1,"Play Store Review","very worst app not able to withdrow many"
"2026-07-10T07:06:21.501Z",5,"Play Store Review","good working by the groww app"
"2026-07-10T07:06:01.876Z",5,"Play Store Review","good"
"2026-07-10T07:04:09.365Z",2,"Play Store Review","It lags while loading charts in app and order exection is not great"
"2026-07-10T07:00:28.957Z",5,"Play Store Review","very good"
"2026-07-10T07:00:27.152Z",1,"Play Store Review","most poor quality Customer support..no one even give you a response"
"2026-07-10T06:56:26.387Z",2,"Play Store Review","trailing sl not available"
"2026-07-10T06:55:30.260Z",5,"Play Store Review","well"
"2026-07-10T06:55:21.567Z",1,"Play Store Review","বন্ধ করে দিন"
"2026-07-10T06:55:00.421Z",5,"Play Store Review","please add share holding pattern like screener. its very easy to use . If you add multichart option it very much helpful"
"2026-07-10T06:54:18.873Z",5,"Play Store Review","very good"
"2026-07-10T06:52:29.670Z",5,"Play Store Review","super 👌"
"2026-07-10T06:52:07.274Z",5,"Play Store Review","ok"
"2026-07-10T06:51:57.438Z",2,"Play Store Review","kl llaqqq oll pp9 oo lol, kl loll poll l ll ll. llm8 oll ll o llm l ll lo pl l ll l mm,,,ll bol llllp ll cm ll,lloo9 or l9 Lo l o omm k okk p okk pool l om pl oll 9 okk l kb k"
"2026-07-10T06:44:44.171Z",5,"Play Store Review","good app"
"2026-07-10T06:41:38.893Z",5,"Play Store Review","good 👍"
"2026-07-10T06:40:46.168Z",1,"Play Store Review","slow app"
"2026-07-10T06:37:26.848Z",2,"Play Store Review","not able to withdraw amount on 10-07-2026 & I'm not getting any response from the customer care service help me to withdraw the amount it's urgent"
"2026-07-10T06:35:23.812Z",1,"Play Store Review","something went wrong problem occur"
"2026-07-10T06:33:35.544Z",3,"Play Store Review","ok"
"2026-07-10T06:33:21.592Z",3,"Play Store Review","good job"
"2026-07-10T06:30:47.692Z",1,"Play Store Review","worst facing error when I tried to withdraw my money"
"2026-07-10T06:22:49.830Z",1,"Play Store Review","FRAUD COMPANY DONT OPEN YOUR ACCOUNT THEY WILL FREEZE YOUR DEMAT ACCOUNT SO YOU CANNOT ABLE TO WITHDRAW YOUR AMOUNT"
"2026-07-10T06:20:19.164Z",4,"Play Store Review","veer Good"
"2026-07-10T06:19:12.177Z",2,"Play Store Review","very bad customer care service pichley 2 hours se contact kr raha hu no reply Sharekhan is much better subah se cash withdrawal nhi ho Raha ek baar hi jaye then i switch to Sharekhan"
"2026-07-10T06:18:32.232Z",5,"Play Store Review","good app for.. begineer investor's 👍"
"2026-07-10T06:11:51.764Z",2,"Play Store Review","please don't installation this application, application crashed many time"
"2026-07-10T06:05:57.688Z",1,"Play Store Review","app not working properly right now money not withdrawal"
"2026-07-10T06:04:22.420Z",5,"Play Store Review","excellent"
"2026-07-10T06:01:21.466Z",1,"Play Store Review","This app is getting worst day by day... Can't even place my SL now"
"2026-07-10T06:00:00.320Z",1,"Play Store Review","bade experience logo ki life khatam kar diya aap ne sayad meri jindgi ki sabse badi bhul thi jo groww app mobile me downlode kiya"
"2026-07-10T05:59:55.944Z",5,"Play Store Review","user friendly app support and good"
"2026-07-10T05:49:00.397Z",1,"Play Store Review","I am a beginner in the stock market and I am trying to withdraw my funds for the 1st time but the page keeps showing me ""technical error"" . I can add money but at the same time I can't withdraw. so I tried to contact in app live support chat but that was AI and I got no response. I tried to call the customer support number but they hung up my call . the reviews here are fake or paid i guess"
"2026-07-10T05:44:02.995Z",1,"Play Store Review","Pls remove sliding system new feature, worst app don't use it"
"2026-07-10T05:43:16.453Z",1,"Play Store Review","faltu app showing error in app"
"2026-07-10T05:41:23.938Z",5,"Play Store Review","great 👍😃"
"2026-07-10T05:39:40.288Z",5,"Play Store Review","good"
"2026-07-10T05:38:20.516Z",1,"Play Store Review","your app is good and very easy but brokrage charges is high 😔"
"2026-07-10T05:38:06.999Z",1,"Play Store Review","evry brokage charge is 20 but add extra charges is too high so plz don't used Grow aap"
"2026-07-10T05:37:57.141Z",5,"Play Store Review","very good 👍 best"
"2026-07-10T05:35:28.491Z",1,"Play Store Review","please clear app issue we can't withdraw money if it's very urgent"
"2026-07-10T05:32:29.119Z",1,"Play Store Review","withdrawal failed, they are not sustaining money withdrawal from trading. poor uptime app"
"2026-07-10T05:30:34.728Z",1,"Play Store Review","all transactions data showing in my groww app"
"2026-07-10T05:29:41.440Z",5,"Play Store Review","good app"
"2026-07-10T05:28:59.171Z",3,"Play Store Review","ammount withdrawal failed"
"2026-07-10T05:28:38.462Z",5,"Play Store Review","groww app bast share market"
"2026-07-10T05:26:48.580Z",1,"Play Store Review","cannot withdraw money, everything is working fine but when comes to withdrawal it's not working that too on Friday, don't know if it deliberately done"
"2026-07-10T05:25:15.116Z",4,"Play Store Review","ok"
"2026-07-10T05:25:03.100Z",1,"Play Store Review","not working properly"
"2026-07-10T05:22:24.310Z",5,"Play Store Review","nice"
"2026-07-10T05:20:19.390Z",1,"Play Store Review","while retrieve our money, it shows minions ran into error.. if we add money means without internet also you may receive it.. worst experience"
"2026-07-10T05:20:10.693Z",1,"Play Store Review","many time money withdrawal errors not able to withdraw my money customer care number is not available not working properly"
"2026-07-10T05:17:23.767Z",2,"Play Store Review","I am using this app since 2021 but during this 6 years journey I have faced many problems from the app.and coustomer support is totally disappointing.they have no answer about application problem. and many times I faced loss for this application problem.each and every day this app has new problem and coustomer support has no proper answer.so I suggest not to use this app."
"2026-07-10T05:15:28.218Z",5,"Play Store Review","great 👍"
"2026-07-10T05:13:17.240Z",5,"Play Store Review","very easy to use"
"2026-07-10T05:10:00.510Z",5,"Play Store Review","nice application"
"2026-07-10T05:09:52.956Z",1,"Play Store Review","Updated review: unable to withdraw my money from groww wallet, this is not acceptable. you are losing the trust of customers. The app is also glitchy."
"2026-07-10T05:07:48.697Z",1,"Play Store Review","when putting money in the groww account accepts very easily even under bad network conditions while taking money out shows senseless and useless errors even if the network is good bkl mcd groww"
"2026-07-10T04:59:34.871Z",5,"Play Store Review","nice"
"2026-07-10T04:59:00.184Z",5,"Play Store Review","great app"
"2026-07-10T04:58:37.228Z",1,"Play Store Review","laging and error problem"
"2026-07-10T04:54:30.779Z",1,"Play Store Review","Your customer service is hopeless. Even after waiting for 20 mins no reply."
"2026-07-10T04:53:15.300Z",1,"Play Store Review","good"
"2026-07-10T04:51:59.860Z",5,"Play Store Review","Not able to withdraw money...what wrong today???"
"2026-07-10T04:51:29.109Z",5,"Play Store Review","excellent"
"2026-07-10T04:47:07.880Z",5,"Play Store Review","ok"
"2026-07-10T04:46:28.374Z",1,"Play Store Review","when time to withdraw shows error. same time if you add many server works smoothly."
"2026-07-10T04:46:12.776Z",1,"Play Store Review","worst experience in withdrawal, AI chatbox and contact number both not responding.."
"2026-07-10T04:40:26.311Z",2,"Play Store Review","What kind of broker dealing with Crores and Crores, but can't provide a human agent to resolve issues."
"2026-07-10T04:36:39.640Z",4,"Play Store Review","good"
"2026-07-10T04:36:36.308Z",5,"Play Store Review","okok"
"2026-07-10T04:34:34.421Z",2,"Play Store Review","Not live showing resistance hit why is making fool ."
"2026-07-10T04:31:08.520Z",1,"Play Store Review","not letting me withdraw my funds bad app"
"2026-07-10T04:28:57.918Z",5,"Play Store Review","colours of candle is making wrong... In a day chart, the candle which should be red, Groww shows in Green.. i have noticed this soo many times"
"2026-07-10T04:27:22.334Z",1,"Play Store Review","This update is not good, just one touch and you are buying for me, I don't want to buy just want to see"
"2026-07-10T04:25:09.382Z",5,"Play Store Review","features jabardast"
"2026-07-10T04:19:50.992Z",5,"Play Store Review","best aap"
"2026-07-10T04:18:50.880Z",5,"Play Store Review","ok"
"2026-07-10T04:16:50.162Z",1,"Play Store Review","for f and o they say only ₹20 for buy and sell. total ₹40 for trade. but iam charged ₹69 and ₹79 per trade. Groww is a scam app. no customer care support and these girls chat with us. no technical handling. i cannot withdraw amount from profit. they are greedy about user's money"
"2026-07-10T04:16:15.481Z",5,"Play Store Review","good"
"2026-07-10T04:15:17.432Z",5,"Play Store Review","very good"
"2026-07-10T04:14:43.437Z",4,"Play Store Review","good platform"
"2026-07-10T04:14:34.954Z",5,"Play Store Review","ok report"
"2026-07-10T04:11:23.893Z",1,"Play Store Review","The order doesn't exit when I try to close it, and calling the helpline number yields no response; this is the most useless app."
"2026-07-10T04:11:19.334Z",5,"Play Store Review","nice👍"
"2026-07-10T04:11:14.235Z",5,"Play Store Review","it's very easy nd compatible for everyone as a newcomer also."
"2026-07-10T04:09:07.812Z",5,"Play Store Review","best"
"2026-07-10T04:08:50.241Z",5,"Play Store Review","navigation is very user friendly."
"2026-07-10T04:05:44.387Z",5,"Play Store Review","easy use"
"2026-07-10T04:05:02.708Z",5,"Play Store Review","Alok Maueya"
"2026-07-10T04:03:34.116Z",5,"Play Store Review","Good"
"2026-07-10T04:03:07.663Z",5,"Play Store Review","good 👍"
"2026-07-10T04:01:50.860Z",1,"Play Store Review","Frauds running the app . When you need to withdraw you amount back to account, they won't let you do, either 'try again' or withdrawal attempt failed. now we can't take back our own money also"
"2026-07-10T03:58:19.517Z",5,"Play Store Review","""Investment Simplify"" should be two words appreciation for GROWW App."
"2026-07-10T03:57:33.549Z",5,"Play Store Review","very nice application for training"
"2026-07-10T03:52:24.720Z",5,"Play Store Review","Mast market ha"
"2026-07-10T03:51:05.542Z",5,"Play Store Review","nice app for investment and Experience"
"2026-07-10T03:48:22.600Z",5,"Play Store Review","nice"
"2026-07-10T03:44:37.496Z",5,"Play Store Review","👍"
"2026-07-10T03:38:37.484Z",5,"Play Store Review","It's really an amazingly and user friendly application...!"
"2026-07-10T03:36:27.775Z",5,"Play Store Review","good"
"2026-07-10T03:29:03.651Z",5,"Play Store Review","super"
"2026-07-10T03:27:06.410Z",5,"Play Store Review","good💯💯💯"
"2026-07-10T03:23:15.392Z",5,"Play Store Review","very nice 👍"
"2026-07-10T03:10:55.993Z",5,"Play Store Review","ok"
"2026-07-10T03:09:07.981Z",5,"Play Store Review","achha hai"
"2026-07-10T03:03:26.165Z",5,"Play Store Review","parfomans is one linear"
"2026-07-10T03:03:10.800Z",5,"Play Store Review","nice and easy for use"
"2026-07-10T03:01:09.740Z",5,"Play Store Review","very nice 👍"
"2026-07-10T02:57:58.709Z",5,"Play Store Review","good"
"2026-07-10T02:51:19.678Z",5,"Play Store Review","good"
"2026-07-10T02:51:06.285Z",5,"Play Store Review","Groww app is a very trustworthy, always striving for the best, friend of the middle class with minimum investment, always have a motherly concern for its users self assessment by different platforms for the growth of the Groww. wish Groww widens and stretches its arms bring econoic revolution in the family that contributes over-all for the growth of everyone everyone. thank you to consider me and my opinion"
"2026-07-10T02:50:54.424Z",5,"Play Store Review","good"
"2026-07-10T02:47:07.774Z",5,"Play Store Review","good"
"2026-07-10T02:45:48.244Z",5,"Play Store Review","its very useful"
"2026-07-10T02:19:37.773Z",5,"Play Store Review","nice 👍"
"2026-07-10T02:13:03.556Z",5,"Play Store Review","everything good"
"2026-07-10T01:52:53.498Z",5,"Play Store Review","App is very easy to use"
"2026-07-10T01:41:12.729Z",5,"Play Store Review","Excellent"
"2026-07-10T01:27:38.981Z",5,"Play Store Review","best service"
"2026-07-10T01:21:33.736Z",5,"Play Store Review","No. 1 Broker App, Easy to Use,"
"2026-07-10T01:04:56.988Z",5,"Play Store Review","best app and user experience"
"2026-07-10T00:10:18.944Z",5,"Play Store Review","good"
"2026-07-09T23:51:53.151Z",5,"Play Store Review","good 👍🏻"
"2026-07-09T23:49:05.276Z",5,"Play Store Review","👍"
"2026-07-09T23:39:38.534Z",3,"Play Store Review","grow should launch paper trading app like zerodha. I think this will best decision."
"2026-07-09T21:35:04.590Z",1,"Play Store Review","Whenever I need to buy a dip...the app crashes. It's happening again and again. I've missed so many good opportunities. What a waste. I've been with you guys since very beginning. At that time you didn't even had license for stock broking. This is not something I expect. Now, I'm trying to reinstall but unable to do so. Really not happy with the experience. And now removed my favorite feature. Great...👏"
"2026-07-09T20:52:09.101Z",5,"Play Store Review","good"
"2026-07-09T20:28:28.512Z",5,"Play Store Review","Need to learn more to get invest in this app."
"2026-07-09T19:29:58.852Z",5,"Play Store Review","good"
"2026-07-09T19:15:23.120Z",5,"Play Store Review","very easy trading app to use ...."
"2026-07-09T19:01:31.196Z",5,"Play Store Review","great"
"2026-07-09T18:50:41.420Z",5,"Play Store Review","good"
"2026-07-09T18:30:52.960Z",5,"Play Store Review","please Add Buy the dip option when buy the share automatic when Market down 1% 2%"
"2026-07-09T18:18:47.409Z",5,"Play Store Review","Outstanding"
"2026-07-09T18:10:33.250Z",5,"Play Store Review","Good"
"2026-07-09T18:02:50.865Z",5,"Play Store Review","very nice 🙂"
"2026-07-09T17:58:27.230Z",5,"Play Store Review","good experience better life"
"2026-07-09T17:51:21.953Z",5,"Play Store Review","good"
"2026-07-09T17:46:44.360Z",5,"Play Store Review","very good"
"2026-07-09T17:45:24.698Z",5,"Play Store Review","super exlent app"
"2026-07-09T17:45:17.193Z",5,"Play Store Review","good"
"2026-07-09T17:40:34.480Z",5,"Play Store Review","this is 👍🏼"
"2026-07-09T17:35:39.886Z",1,"Play Store Review","very cheapest app of India on dated 09 july 2026 I bought a nse at evening around 7:0 pm crude oil expiry 7050 call even though I was in profit at the time of sale excute, app rejected sale every time until i lost all money. very big scammer app ."
"2026-07-09T17:09:56.490Z",5,"Play Store Review","fast active strong 😃👍"
"2026-07-09T17:06:52.196Z",1,"Play Store Review","very bad service refr and arn offr not active"
"2026-07-09T17:00:51.684Z",5,"Play Store Review","Good"
"2026-07-09T16:52:27.858Z",5,"Play Store Review","very nice"
"2026-07-09T16:22:05.558Z",5,"Play Store Review","better"
"2026-07-09T16:21:54.510Z",5,"Play Store Review","good work subscription new update plz"
"2026-07-09T16:16:47.559Z",5,"Play Store Review","Best app treading 🚀💰"
"2026-07-09T15:50:24.757Z",1,"Play Store Review","I was trading in crude oil, but I couldn't exit my position; I was sitting on a profit of around 2,100. I have been trying to call customer care for an hour, but the call isn't going through. What am I supposed to do about this? If I were making a loss, you would have exited the trade for me. Why did this happen? This is a huge mistake. And I have screenshots as well. Everything is there, but nothing is solving the problem. I've been calling customer service for two hours. They keep saying it's"
"2026-07-09T15:48:17.664Z",5,"Play Store Review","ok"
"2026-07-09T15:38:47.351Z",5,"Play Store Review","very nice ♥️💯👌"
"2026-07-09T15:33:18.814Z",5,"Play Store Review","best trending app"
"2026-07-09T15:29:18.908Z",1,"Play Store Review","app doesn't work properly ... huge losses due to lag... customer support is worst... phone nos. not reachable and WhatsApp discussion close the conversation without any support.. no way to reach the app support in emergency .. if zero can be option I will give that"
"2026-07-09T15:27:31.194Z",5,"Play Store Review","good"
"2026-07-09T15:21:02.371Z",1,"Play Store Review","absolutely pathetic app do not execute the order and sometimes too much glitch due to that I bare loss"
"2026-07-09T15:17:33.900Z",4,"Play Store Review","good"
"2026-07-09T15:13:48.922Z",5,"Play Store Review","very good 💯"
"2026-07-09T15:09:38.297Z",3,"Play Store Review","customer care service is pathetic"
"2026-07-09T15:05:26.520Z",1,"Play Store Review","error 16686 main apna position nikal bhi nahi paya"
"2026-07-09T14:37:46.831Z",5,"Play Store Review","good invest system."
"2026-07-09T14:28:56.845Z",4,"Play Store Review","2wwtt TT dt t km nki puXaz ZZ"
"2026-07-09T14:23:27.737Z",5,"Play Store Review","good"
"2026-07-09T14:23:19.130Z",1,"Play Store Review","1 Star – Deceptive UI used to trick investors!Groww forces mutual fund investments into Demat format by default so they don't show up on official AMC apps. Worst of all, they intentionally hid the option to opt-out of this Demat format for new investments inside the search bar instead of putting it in the settings menu where it belongs! They are using dark UI patterns to prevent users from finding this setting. Shady tactics just to lock clients into their ecosystem."
"2026-07-09T14:15:09.239Z",1,"Play Store Review","scam profit not withdrawn. result loss today total capital.i uninstall today I am not found faithful cheating behaviour very disappointed. be careful new trader's. in my YouTube channel I uploaded video details if interested you can watch. thanks"
"2026-07-09T13:46:08.878Z",5,"Play Store Review","GOOD APP BEST FOR BEGINNER S AND SIMPLE TO USE IT"
"2026-07-09T13:35:59.988Z",1,"Play Store Review","very disturbing I am not interested"
"2026-07-09T12:57:32.330Z",5,"Play Store Review","excellent"
"2026-07-09T12:49:50.544Z",5,"Play Store Review","grow is the best"
"2026-07-09T12:41:50.746Z",5,"Play Store Review","Nice"
"2026-07-09T12:39:19.162Z",5,"Play Store Review","verrt good product"
"2026-07-09T12:30:12.590Z",5,"Play Store Review","very nice"
"2026-07-09T12:16:38.297Z",5,"Play Store Review","very good"
"2026-07-09T11:59:55.156Z",1,"Play Store Review","wrost app ,,for intraday . please not use this app."
"2026-07-09T11:46:18.119Z",5,"Play Store Review","it's a very nice app thanks"
"2026-07-09T11:35:34.189Z",5,"Play Store Review","i try what is going on i don't know"
"2026-07-09T11:13:59.753Z",5,"Play Store Review","very easy and good"
"2026-07-09T10:51:28.162Z",4,"Play Store Review","good one"
"2026-07-09T10:44:51.234Z",5,"Play Store Review","good app"
"2026-07-09T10:37:02.984Z",5,"Play Store Review","vary good"
"2026-07-09T10:18:29.556Z",1,"Play Store Review","I want to invest in NFO-uti nifty id rate liquid etf but the scheme is not visible on grow,can you guide the procedure."
"2026-07-09T10:06:13.599Z",5,"Play Store Review","good 👍"
"2026-07-09T10:03:02.904Z",1,"Play Store Review","worst application in terms of performance - whenever I do adding positions in f&o they just keep loading when position added that time it is also laging as a scalper I won't recommend this app at all it keeps loading your profit turns into loss so don't install."
"2026-07-09T09:58:10.934Z",5,"Play Store Review","good"
"2026-07-09T09:55:41.985Z",5,"Play Store Review","I'm here since 2021"
"2026-07-09T09:53:21.701Z",1,"Play Store Review","just 3rd class app. no doubt just any time default"
"2026-07-09T09:43:03.423Z",1,"Play Store Review","worst trading app"
"2026-07-09T09:38:39.612Z",5,"Play Store Review","super"
"2026-07-09T09:29:24.330Z",4,"Play Store Review","this is very good application for investment 👍"
"2026-07-09T09:29:12.159Z",4,"Play Store Review","Great aap"
"2026-07-09T09:21:49.774Z",5,"Play Store Review","good"
"2026-07-09T09:19:34.723Z",2,"Play Store Review","poor"
"2026-07-09T09:18:44.775Z",1,"Play Store Review","ok vest"
"2026-07-09T09:16:30.814Z",5,"Play Store Review","love you guys 😘"
"2026-07-09T09:15:43.797Z",5,"Play Store Review","good"
"2026-07-09T09:12:35.222Z",5,"Play Store Review","nice apps"
"2026-07-09T08:51:16.956Z",5,"Play Store Review","very 👍 good"
"2026-07-09T08:41:03.571Z",5,"Play Store Review","ok"
"2026-07-09T08:24:57.823Z",5,"Play Store Review","good"
"2026-07-09T08:22:38.988Z",5,"Play Store Review","nice"
"2026-07-09T08:11:00.657Z",5,"Play Store Review","good as"
"2026-07-09T08:06:32.489Z",5,"Play Store Review","👍"
"2026-07-09T08:01:22.777Z",5,"Play Store Review","Good"
"2026-07-09T07:59:07.518Z",5,"Play Store Review","so"
"2026-07-09T07:56:30.964Z",4,"Play Store Review","good"
"2026-07-09T07:51:18.930Z",5,"Play Store Review","Very friendly app, and also a great teacher. You can use it solely as an investment gateway, but you will also get plenty of informations from the app which can build strong fundamental understanding regarding capital market and economics. Besides Groww Digest is a great educational product."
"2026-07-09T07:44:20.388Z",5,"Play Store Review","good"
"2026-07-09T07:35:26.728Z",5,"Play Store Review","good"
"2026-07-09T07:32:35.728Z",4,"Play Store Review","Best platform for Investment and Trading"
"2026-07-09T07:31:18.263Z",5,"Play Store Review","easy"
"2026-07-09T07:30:56.906Z",5,"Play Store Review","very nice so good"
"2026-07-09T07:28:28.532Z",5,"Play Store Review","good"
"2026-07-09T07:11:01.377Z",2,"Play Store Review","charts are not opening properly"
"2026-07-09T07:07:29.208Z",5,"Play Store Review","excellent service"
"2026-07-09T06:59:27.755Z",5,"Play Store Review","nice"
"2026-07-09T06:39:01.161Z",5,"Play Store Review","great app"
"2026-07-09T06:38:48.263Z",5,"Play Store Review","good"
"2026-07-09T06:35:59.873Z",5,"Play Store Review","v good app"
"2026-07-09T06:33:27.684Z",5,"Play Store Review","Best apps"
