Date,Rating,Review Title,Review Text
"2026-07-09T05:08:41.000Z",5,"Good","Very good"
"2026-07-09T05:07:00.000Z",5,"NYC","Time lagta h"
"2026-07-09T05:05:27.000Z",5,"New user","So far so good"
"2026-07-09T05:01:35.000Z",5,"Good experience","Good for investors"
"2026-07-09T04:45:17.000Z",5,"Awesome","Awesome"
"2026-07-09T04:12:38.000Z",5,"Best App","It is the most user friendly n trustworthy app for trading"
"2026-07-09T03:55:29.000Z",5,"NYC","Super"
"2026-07-09T03:37:09.000Z",3,"Good but not for iPad , no full screen","No full screen available in iPad
It is bad that way"
"2026-07-09T03:32:36.000Z",5,"Make money with Groww","🫵"
"2026-07-09T03:08:08.000Z",5,"Shashi","Good platform for trading"
"2026-07-09T02:36:09.000Z",5,"Good","Very Good"
"2026-07-09T01:46:23.000Z",5,"👍👌","Good"
"2026-07-08T23:12:53.000Z",5,"Good","Best"
"2026-07-08T20:47:04.000Z",5,"Loveit","Good one please use it"
"2026-07-08T19:40:19.000Z",5,"best","1 number sarvice"
"2026-07-08T19:33:28.000Z",5,"Awesome","Easy to access"
"2026-07-08T18:35:29.000Z",5,"Good app","5 Star"
"2026-07-08T17:10:35.000Z",5,"Super","Nice app"
"2026-07-08T16:02:28.000Z",5,"Stock good","I invested to my life means my earn money"
"2026-07-08T15:25:54.000Z",5,"Amazing experience","Amazing experience"
"2026-07-08T14:58:51.000Z",5,"Good","Good"
"2026-07-08T14:53:49.000Z",5,"Gauri","Awesome work"
"2026-07-08T13:16:21.000Z",5,"Easy","Good GUI"
"2026-07-08T11:36:24.000Z",3,"Add Performance with respect to the Index","Add Performance of the portfolio with respect to the index, it will be easy to track the performance"
"2026-07-08T09:25:31.000Z",5,"Grow","Its amazing trading app"
"2026-07-08T09:00:53.000Z",5,"Great app for beginners","Excellent app for trading middle class"
"2026-07-08T08:53:56.000Z",2,"Not having human touch","Not showing all hidden terms and functionalities of app"
"2026-07-08T08:36:00.000Z",5,"Investors app","Good app for mutual funds investors"
"2026-07-08T08:24:15.000Z",5,"Hi","Good overall performance by Groww"
"2026-07-08T08:11:38.000Z",5,"Great","Great"
"2026-07-08T08:08:52.000Z",5,"Genuine","Good"
"2026-07-08T08:07:39.000Z",5,"Excellent","Excellent app"
"2026-07-08T07:37:47.000Z",5,"Awesome","Very good"
"2026-07-08T07:16:57.000Z",5,"Omg","Awesome"
"2026-07-08T07:09:25.000Z",5,"Investment","Nice one"
"2026-07-08T06:28:00.000Z",5,"Good app","Easy App"
"2026-07-08T05:39:17.000Z",5,"Good","Excellent"
"2026-07-08T04:46:18.000Z",2,"New Update on 8th July","Not able to see the folio inside Mutual fund page, please check"
"2026-07-08T04:43:45.000Z",5,"Grate app","App is very easy for new users to understand the stock market."
"2026-07-08T04:15:11.000Z",5,"Easy to use","Trustable"
"2026-07-08T04:11:29.000Z",5,"Superb","User friendly software"
"2026-07-08T04:08:38.000Z",5,"Nice","Extent"
"2026-07-08T04:08:13.000Z",5,"Good","Good"
"2026-07-08T03:03:00.000Z",4,"Good app need a bit improvement","All services are good however if bracket order is made available in GTT with Limit price, Stop Loss and Target .. it would be awesome …
Further the timelines need to be more flexible with custom timeline available.. 

Over and above if it could integrate with trading view it would be best"
"2026-07-08T02:22:51.000Z",5,"Invest!","Best App for investors.👍"
"2026-07-08T02:04:51.000Z",5,"Great experience","Great investment app easy to use and perfect for both beginner and experience investors."
"2026-07-08T02:02:52.000Z",5,"Good working","This app is fast working"
"2026-07-07T18:26:57.000Z",5,"Excellent app","Absolutely flawless"
"2026-07-07T16:45:02.000Z",5,"Good","Good"
"2026-07-07T15:56:37.000Z",5,"Ahmad","Ahmad"
"2026-07-07T14:47:27.000Z",5,"Good","Ok"
"2026-07-07T14:46:59.000Z",5,"Good one","Best app investment"
"2026-07-07T14:26:32.000Z",5,"Excellent","Easy and smooth"
"2026-07-07T14:05:06.000Z",5,"TaraDiary","Tarabalam"
"2026-07-07T12:58:05.000Z",5,"Dark mode","In day time also app UI shows in dark mode. In night time dark mode shows worst UI."
"2026-07-07T12:09:02.000Z",5,"Ease of trading","Great app for all including beginners ."
"2026-07-07T11:58:09.000Z",5,"Exceptionally Good","Simple, Offer wide variety of products. Redemptions are super easy with transparency."
"2026-07-07T11:57:17.000Z",5,"Superb app","Very easy and simple app to use"
"2026-07-07T11:56:55.000Z",5,"grow","good app"
"2026-07-07T11:52:32.000Z",5,"Review from a Amateur","-User friendly interface
-Convenient to use"
"2026-07-07T11:27:43.000Z",5,"Great handy app","Easy to access"
"2026-07-07T11:13:26.000Z",5,"Very good","Very good"
"2026-07-07T10:44:56.000Z",5,"Groww aap is so easy to use","I recommend this from beginners to super seniors"
"2026-07-07T10:38:35.000Z",1,"No customer support","I tried reaching through call, support chat with agent but no response. I have issue with stocks and need support from them but nothing. I should report it to SEBI now"
"2026-07-07T10:33:10.000Z",5,"So far so good","The app is quite user friendly even for a novice like me"
"2026-07-07T10:32:54.000Z",4,"Goood","Good"
"2026-07-07T10:01:51.000Z",5,"Grow is fantabulous","This is an awesome app to invest in mutual funds"
"2026-07-07T09:41:02.000Z",4,"Rekha","Easy to use very comfortable"
"2026-07-07T09:08:34.000Z",5,"Excellent","Excellent"
"2026-07-07T08:56:29.000Z",5,"Seamless and User-Friendly!","I’ve been using Groww for my investments and I am thoroughly impressed. The GUI is incredibly clean and intuitive, making navigation a breeze. On top of that, all the investment processes—from KYC to transactions—are smooth and hassle-free. Highly recommended for both beginners and seasoned investors!"
"2026-07-07T08:54:03.000Z",5,"Raj","Excellent"
"2026-07-07T08:48:45.000Z",4,"TRY ONCE","Exceptional! Till date."
"2026-07-07T08:42:29.000Z",5,"Facing Technical issue alot","I have been facing technical issue since. Last friday my balance of total returns is -13842

And today my one day retune is +12 and so

The total return should be shown as 13850 + right?

Then why it is showing -15000 change???

It is showing more than expected and i dont know pls update"
"2026-07-07T08:40:18.000Z",5,"Easily Navigable UI","I primarily use it for SIPs and the experience is seamless."
"2026-07-07T08:15:46.000Z",5,"Great","Great"
"2026-07-07T08:09:00.000Z",5,"Cc","Bbb"
"2026-07-07T07:42:55.000Z",5,"Extremely user-friendly interface","Easy to navigate for first time investors"
"2026-07-07T07:27:09.000Z",5,"Very good app","Very nice app"
"2026-07-07T07:25:56.000Z",4,"More than average","Every things working fine
In android 
There is sluggish/no auto refresh live position In iphone 16 pro max, every time manual refresh irritates 
Rest all working great
Plz debug this"
"2026-07-07T07:07:22.000Z",5,"Growing","Superb and simplest of all time"
"2026-07-07T07:02:49.000Z",5,"Good","Good"
"2026-07-07T06:52:01.000Z",5,"Grow With Grow","5 Stars"
"2026-07-07T06:46:52.000Z",4,"Loved it!!","Amazing UI/UX experience"
"2026-07-07T06:36:44.000Z",5,"Very good","Very helpful"
"2026-07-07T06:35:22.000Z",5,"Best","Best app Friendly user"
"2026-07-07T06:29:47.000Z",5,"Nice","Nice"
"2026-07-07T06:27:02.000Z",5,"Nice","Very good"
"2026-07-07T06:23:41.000Z",5,"Good","Good"
"2026-07-07T06:05:48.000Z",5,"Excellent","Good work"
"2026-07-07T05:50:25.000Z",1,"Alert:Read before invest","⚠️ Warning to anyone considering Groww Credit.

My mutual funds have still not been unpledged despite repeated complaints, multiple warnings, and more than a month of waiting. As a result, I have been denied access to my own money when I needed it the most.

The most disappointing part is Groww's grievance redressal system. Every email receives the same generic response, but the issue never gets resolved. There is no ownership, no accountability, and no urgency—even when customers may be facing medical or financial emergencies.

This experience has completely eroded my trust. I will be withdrawing all my investments from Groww once this issue is finally resolved.

If you're investing through Groww Credit, think carefully before pledging your mutual funds. When you need your own money, you may find yourself waiting indefinitely while customer support keeps sending template replies instead of providing a solution."
"2026-07-07T05:33:03.000Z",5,"Best Trading application","Easy to understand and easy to handle, Good user interface must to use ."
"2026-07-07T05:02:53.000Z",5,"Making thing more easy","Sabhi ko with meaning or video k sath clear hona chahiye"
"2026-07-07T04:58:23.000Z",5,"Wow","Wow"
"2026-07-07T04:49:58.000Z",5,"Nice app","Superb app to build your dreams"
"2026-07-07T04:27:33.000Z",5,"Great","Show all things in a very managed way"
"2026-07-07T04:15:14.000Z",4,"Amazing experience","Nice app easy to use"
"2026-07-07T04:00:07.000Z",5,"John","👍👍👍"
"2026-07-07T03:53:45.000Z",5,"Excellent Financial Analysis","ಎಕ್ಸಲೆಂಟ್ ಏಪ"
"2026-07-07T03:17:27.000Z",5,"Update proper","Best one of The"
"2026-07-07T03:01:33.000Z",5,"Best","Ek dam top"
"2026-07-07T03:00:58.000Z",5,"Excellent service","Really it’s a good App for transactions."
"2026-07-07T02:57:22.000Z",5,"Great for instant updation","Great can be better but lacking in MF fumdamentals and detailed analysis of funds for which we need to switch to other sources. Think seriously and make good adition to make this great."
"2026-07-07T02:48:05.000Z",5,"User experience","One of the best thing in grow is user experience"
"2026-07-07T02:43:29.000Z",5,"Superb Trading Application","Nice and fast"
"2026-07-07T02:10:40.000Z",5,"Exceptional","Simplicity of UI and easy to use"
"2026-07-07T01:59:33.000Z",5,"Nice","User friendly and easy to use"
"2026-07-07T01:58:47.000Z",5,"Yadav","5 stars"
"2026-07-07T01:11:44.000Z",5,"Best","Good"
"2026-07-07T00:38:03.000Z",5,"Very good application","It’s very simple step for checking Stock, SIP.. etc."
"2026-07-06T22:31:44.000Z",5,"Amazing","Sooo good"
"2026-07-06T19:48:13.000Z",5,"Very good Service","Very good Service"
"2026-07-06T18:33:14.000Z",5,"Good","Very Good"
"2026-07-06T18:06:59.000Z",5,"Great","User friendly UI"
"2026-07-06T17:33:41.000Z",5,"Love it","Clean UI"
"2026-07-06T17:24:02.000Z",5,"Excellent","Very good app"
"2026-07-06T17:12:41.000Z",5,"Awesome","I am not a trader, but the grow is so easy for all the new investors who have a not so sound on the share market…. Thanks grow 🫶"
"2026-07-06T17:08:04.000Z",5,"Extremely user friendly!","My experience with Groww has been superb! Particularly with stocks and the support team is always helpful!"
"2026-07-06T16:55:33.000Z",5,"Good app","Good app"
"2026-07-06T16:53:56.000Z",5,"UI","Love the user interface. Seamless experience"
"2026-07-06T16:47:12.000Z",4,"G","Best experience"
"2026-07-06T16:45:44.000Z",5,"Minimal, Accessible, and Investor Friendly, one feature request","The app is excellent. It has everything an investor needs, presented in a clean, minimal, and intuitive UI/UX.

One suggestion: please add an option to create portfolios in the Mutual Funds section, similar to the feature available for Stocks.

Currently, I have to manually calculate how much I’ve invested in equity funds and track their returns because both equity and debt funds are combined in the dashboard. A portfolio feature would make it much easier to organize and visualize different categories, such as wealth-building funds and goal-based funds, while also showing the total investment and returns for each portfolio separately.

This would greatly improve portfolio tracking and provide a much better user experience."
"2026-07-06T16:29:47.000Z",5,"Good","Good"
"2026-07-06T16:19:01.000Z",5,"Experience","Good and user friendly"
"2026-07-06T16:12:56.000Z",5,"Nice app","Useful"
"2026-07-06T16:05:16.000Z",5,"Kiran","Amazing, made investments easy. Love it"
"2026-07-06T15:28:43.000Z",5,"User review","Easy to use and excellent app for investing money"
"2026-07-06T15:09:08.000Z",5,"Good","User friendly"
"2026-07-06T15:00:03.000Z",4,"Grow","Grow"
"2026-07-06T14:59:21.000Z",5,"Good","Easy to use"
"2026-07-06T14:35:01.000Z",5,"Nice","Nice app"
"2026-07-06T13:42:36.000Z",5,"3rd class or the worst customer care ever I go through…..","3rd class or the worst customer care ever I go through….. there is no any direct way to connect with the customer care executive…..not able to withdraw my own money from the mutual fund account"
"2026-07-06T12:51:43.000Z",5,"grow","easy to trade for new traders also.that is why grow has made its own name"
"2026-07-06T12:44:34.000Z",5,"Groww","Excellent grow experience and secured place"
"2026-07-06T12:41:26.000Z",5,"Awesomeness","Best app for investors & trader"
"2026-07-06T12:24:01.000Z",5,"Good trading app","It’s good for mutual funds and trade"
"2026-07-06T12:16:00.000Z",5,"Amazing","This app is very user friendly and provide complete details to a new user."
"2026-07-06T11:53:25.000Z",5,"Good","Good"
"2026-07-06T11:52:04.000Z",5,"Easy app and excellent service","Nice"
"2026-07-06T11:42:53.000Z",5,"V Good","V Good"
"2026-07-06T11:08:35.000Z",5,"Smooth interface","Smooth interface"
"2026-07-06T10:14:12.000Z",5,"Wohoooo","Mazaa aa gaya biduuu"
"2026-07-06T10:05:16.000Z",5,"Good Platform","Good Platform for MF & Stock"
"2026-07-06T10:01:14.000Z",5,"Good","Very easy to use and understand"
"2026-07-06T09:55:46.000Z",5,"Very good","Very good"
"2026-07-06T09:38:36.000Z",5,"Easiest way to invest","A very good platform for all types of investors."
"2026-07-06T09:33:27.000Z",1,"Access not provided if I’m outside india","Access not provided if I’m outside india."
"2026-07-06T09:23:25.000Z",5,"User Friendly App","I find it quite easy even for a layman to understand this Application 🙏🏻"
"2026-07-06T09:05:07.000Z",5,"Good app for stocks and mutual funds","Easy to use, and my journey of 5 years have been excellent with Groww"
"2026-07-06T08:59:20.000Z",5,"Very good point","Thanks
For a growing platform"
"2026-07-06T08:53:29.000Z",5,"Exceptional","App is easy to navigate with very good UI inbuilt."
"2026-07-06T08:28:21.000Z",5,"Great","Greatest"
"2026-07-06T08:19:42.000Z",5,"Kishor","Very wonderful user friendly UX design of App"
"2026-07-06T08:12:44.000Z",4,"Ccc","Good"
"2026-07-06T08:00:14.000Z",5,"Best App for Beginners","Very easy to use. The interface is simple, investing is smooth, and customer support is helpful. Highly recommended.”"
"2026-07-06T07:36:18.000Z",5,"Deepak Ujjwala","Very user friendly"
"2026-07-06T07:34:37.000Z",5,"Best","Best"
"2026-07-06T07:33:49.000Z",5,"Easy","Good easy to operate"
"2026-07-06T07:18:16.000Z",5,"About app","Nicely updated"
"2026-07-06T07:17:58.000Z",5,"Best app ever","Easy to operate, 
Withdrawal timely is the feature i liked mode"
"2026-07-06T07:17:22.000Z",5,"Nice app","5Star"
"2026-07-06T07:13:04.000Z",5,"Information","Good"
"2026-07-06T07:09:38.000Z",5,"Excellent","Happy to use Groww"
"2026-07-06T07:00:41.000Z",5,"Good One for Trading","Best App till date 🫶🏻"
"2026-07-06T06:56:39.000Z",3,"Sometime lagging","Lag"
"2026-07-06T06:54:27.000Z",5,"Best App","Best App"
"2026-07-06T06:45:26.000Z",5,"Fantastic application","A fantastic trading platform  for traders"
"2026-07-06T06:35:40.000Z",5,"Signing in","Signing in process is very smooth compared to any other apps"
"2026-07-06T06:31:35.000Z",5,"Good","Good"
"2026-07-06T06:19:40.000Z",5,"Nice and easy","Easy to navigate"
"2026-07-06T06:17:24.000Z",5,"Fast n user friendly","Wonderful interface"
"2026-07-06T06:14:13.000Z",5,"Just awesome","Easier to track and withdraw"
"2026-07-06T06:10:13.000Z",5,"Avdesh","It’s nice platform for retail inverters."
"2026-07-06T06:07:22.000Z",5,"Beginner-Friendly & Easy to Use","Groww is widely praised for its simple, clean interface and intuitive mobile app — great for first-time investors who find professional trading platforms intimidating. The app makes investing in stocks, mutual funds, IPOs, ETFs, U.S. stocks and digital gold straightforward."
"2026-07-06T06:04:06.000Z",5,"Smooth","The way it is work, I like it"
"2026-07-06T05:54:31.000Z",5,"Great platform","Great platform"
"2026-07-06T05:51:29.000Z",5,"Best serive","Quick open and fast response"
"2026-07-06T05:44:02.000Z",2,"iPad","It do not appear full screen in iPad, kindly add fractal chaos band add Range Bars"
"2026-07-06T05:32:36.000Z",5,"Easy and convenient app","I find the app to be self explanatory and user friendly."
"2026-07-06T05:29:45.000Z",4,"Good","Good"
"2026-07-06T05:29:30.000Z",5,"Ok","Ok"
"2026-07-06T05:23:55.000Z",5,"Bad customer service","Customer service is very horrible 
worst customer service"
"2026-07-06T05:23:11.000Z",5,"Too much update","I am using almost 4-5 apps for share market but only GROWW gives almost weekly update. I don’t understand whats they are developing this much weekly.
I feel you guys take your own time & do whatever development one time.
This much update not even available on google play for all apps."
"2026-07-06T05:20:08.000Z",5,"Great app","I liked the app …very informative & easy to access."
"2026-07-06T05:19:59.000Z",5,"Good","Very useful"
"2026-07-06T05:13:49.000Z",5,"Grow your Money","Great platform to investment"
"2026-07-06T05:13:32.000Z",5,"Superb and very easy app to access","The app is excellent"
"2026-07-06T05:08:38.000Z",5,"Groww App","Excellent app and overall experience"
"2026-07-06T05:03:00.000Z",5,"Good","Very nice work"
"2026-07-06T04:59:50.000Z",4,"Trading","Easy and user friendly trading and investment app"
"2026-07-06T04:56:04.000Z",5,"Nice","Best App"
"2026-07-06T04:55:40.000Z",4,"Process","Verification very slow process, rest of part good."
"2026-07-06T04:55:14.000Z",5,"Great app for beginners as well as experts","Everything is great, one suggestion you shall provide option to filter the stocks from the holdings"
"2026-07-06T04:54:47.000Z",5,"About the app","Very good and easy to take trade"
"2026-07-06T04:53:55.000Z",5,"Good","Excellent"
"2026-07-06T04:53:19.000Z",5,"Very good","Going on"
"2026-07-06T04:48:29.000Z",5,"Good","Good experience"
"2026-07-06T04:47:12.000Z",5,"Just so beautiful","Amazing and user friendly UI & UX. Such beautiful icons & looks, wish easy navigation & onboarding & KYC. Just loved the experience!!"
"2026-07-06T04:45:13.000Z",5,"Most Reliable","0 Mess App & Trading Experience"
"2026-07-06T04:43:58.000Z",5,"Easy and  convenient","Groww aap is very good for all investors specially beginners"
"2026-07-06T04:36:22.000Z",4,"Good app for invesitng.","Good"
"2026-07-06T04:28:13.000Z",5,"Nice app","Please add link for searching buyback offer like IPO. As we have have to put buyback offer in search box for finding the same."
"2026-07-06T04:26:34.000Z",5,"Deepak","Very good"
"2026-07-06T04:22:16.000Z",5,"Excellent","Excellent"
"2026-07-06T04:20:23.000Z",5,"Very nice","Very nice application On Groww"
"2026-07-06T04:16:30.000Z",5,"Good application","Easy to use app to buy and sell"
"2026-07-06T04:13:29.000Z",5,"Easy","Useful and Helpful Comfort 💯✅
Trusted 💯"
"2026-07-06T04:12:54.000Z",5,"Good","Good"
"2026-07-06T04:11:37.000Z",5,"clean UI","easy to reach for important features"
"2026-07-06T04:08:19.000Z",5,"Wonderful","Experience"
"2026-07-06T03:54:25.000Z",5,"Good","Very nice 
And very good"
"2026-07-06T03:48:26.000Z",5,"Easy User interface","Good"
"2026-07-06T03:47:13.000Z",5,"🙏","👍👌"
"2026-07-06T03:44:36.000Z",5,"All","Good experience"
"2026-07-06T03:43:09.000Z",5,"Facing problems 23 January 2024 morning","Mostly error aata rehta h bekar platform hota jaa rha hai groww
Gatiya app hai 
Aaj bhe stock ko sell ker rha hun ho nhe rhe 
12/feb/2024"
"2026-07-06T03:42:03.000Z",5,"Simple and Easy","Simple and easy to invest in stocks"
"2026-07-06T03:41:10.000Z",5,"easy to invest","very useful"
"2026-07-06T03:40:31.000Z",5,"N","Na"
"2026-07-06T03:38:42.000Z",5,"Thanks","Very simple to use"
"2026-07-06T03:37:19.000Z",5,"👌","Very good"
"2026-07-06T03:34:36.000Z",5,"Seamless","Excellent UI and ease of operation"
"2026-07-06T03:32:46.000Z",5,"Great app","Good app for MFs"
"2026-07-06T03:32:25.000Z",5,"Hustelless investment","One of the best investments app that I ever seen simple clean and clear."
"2026-07-06T03:30:31.000Z",5,"Friendly site","Very good friendly site easy to use no need knowledge"
"2026-07-06T03:15:24.000Z",5,"One for All","Very good app for all stock market mutual fund"
"2026-07-06T03:08:39.000Z",5,"Best","Service Best"
"2026-07-06T02:18:21.000Z",5,"Groww review","Groww me bhi grow nhi ho paya...🥲"
"2026-07-06T02:16:03.000Z",5,"Excellent","Great 💐"
"2026-07-06T02:16:00.000Z",5,"Easy for beginners","I am just a beginner and I am  enjoying its application and learning progressively."
"2026-07-06T02:05:34.000Z",5,"Good App","Great app for investing and good ui"
"2026-07-06T02:01:13.000Z",5,"Wonderful app.. EXCELLENT","Nice"
"2026-07-06T01:01:45.000Z",5,"App","Very good app for investment beginners & active investors as well. The emails are also useful for understanding market insights and dynamics 👍😊"
"2026-07-06T00:47:58.000Z",5,"VINOD HALLAN","Excellent"
"2026-07-06T00:27:08.000Z",5,"Good","Very good"
"2026-07-05T23:46:40.000Z",5,"Services","Excellent"
"2026-07-05T21:07:42.000Z",5,"Easy to navigate","Investment made easy, thanks to Groww"
"2026-07-05T19:15:33.000Z",5,"Good","Good"
"2026-07-05T19:11:19.000Z",5,"Good","Nice"
"2026-07-05T19:04:50.000Z",5,"Good","Good"
"2026-07-05T18:27:55.000Z",5,"Features","Its a bunch of features platform where you each type of investment and trading features."
"2026-07-05T16:37:13.000Z",5,"Mr","Best ever app for mutual funds"
"2026-07-05T15:55:00.000Z",5,"Simple! Effective!","One of the simplest UI, easy to use, saves a TON of time. I’ve used almost all stock broking apps in India, still use a few others but this is my primary app without a doubt."
"2026-07-05T15:41:53.000Z",5,"Good","10"
"2026-07-05T15:04:07.000Z",5,"Groww Is the Best Investment App","The app is very user-friendly, fast, and easy to navigate, even for beginners. Opening a Demat account was simple, and investing in stocks and mutual funds takes only a few clicks. 

*Simple, secure, and perfect for smart investing.*"
"2026-07-05T14:56:17.000Z",5,"Excellent experience","Nice app"
"2026-07-05T14:41:16.000Z",5,"nice app","nice app"
"2026-07-05T14:34:00.000Z",5,"Best stock app","Best app"
"2026-07-05T14:30:09.000Z",1,"Poor customer support","Very poor customer support …they even don’t try to understand problem and providing solution that beyond the reach of…"
"2026-07-05T14:24:58.000Z",5,"Great!","A wonderful platform for perform trading!"
"2026-07-05T14:09:00.000Z",5,"Good","Good"
"2026-07-05T13:46:47.000Z",5,"Gold standard App","No words, literally extraordinary, but brokerage slightly high."
"2026-07-05T13:39:49.000Z",5,"Good app","Excellent"
"2026-07-05T12:52:46.000Z",5,"Best and Simple User interface","Graph , data are very user Friday. It connect with end user"
"2026-07-05T12:43:18.000Z",5,"Maaj","Very helpful"
"2026-07-05T12:34:18.000Z",5,"Easy Trade","Best performer"
"2026-07-05T12:07:40.000Z",5,"Mukesh Kotwani","Good Service"
"2026-07-05T12:04:39.000Z",5,"Best investment option","Thank you"
"2026-07-05T11:44:40.000Z",5,"Tg","Ghhhh"
"2026-07-05T11:10:22.000Z",5,"Centralised App to see all your Investments","I can see all my investments in this App Can explore best performing funds User Interface is easy to use Overall user interface experience of this app is superb"
"2026-07-05T10:53:13.000Z",5,"Money plant","Good"
"2026-07-05T10:52:55.000Z",5,"Jerry","A good broker with zero joining and no annual fees but if they could reduce the brokerage charges will be much better than any other broker application."
"2026-07-05T09:16:37.000Z",5,"💕","👌"
"2026-07-05T09:02:37.000Z",5,"Very good app","I have started investing through paytm money. I had also operated many other apps. But i think groww and IndMoney are both very user friendly apps and transparent and easily operatable."
